"","atlas","id","name","abbr","neocortex","temporal_cortex","motor_cortex","frontal_cortex","claustrum","globus_pallidus","cingulate_cortex","auditory_cortex","insula","medial_prefrontal_cortex","striatum","orbitofrontal_cortex","agranular_insular_cortex","substantia_nigra","parietal_cortex","visual_cortex","piriform_cortex","prefrontal_cortex","rhinal_cortex","hippocampus","hypothalamus","somatosensory_cortex","retrosplenial_cortex","white_matter","side","name_bilateral","abbr_bilateral"
"662","paxinos",515,"medial vestibular nucleus, parvicellular part","MVePC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medial vestibular nucleus, parvicellular part","ri_MVePC"
"612","paxinos",517,"marginal zone of the medial geniculate","MZMG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_marginal zone of the medial geniculate","ri_MZMG"
"673","paxinos",518,"medullary reticular nucleus, dorsal part","MdD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medullary reticular nucleus, dorsal part","ri_MdD"
"674","paxinos",519,"medullary reticular nucleus, ventral part","MdV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medullary reticular nucleus, ventral part","ri_MdV"
"617","paxinos",520,"medial amygdaloid nucleus","Me","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medial amygdaloid nucleus","ri_Me"
"675","paxinos",521,"mesencephalic trigeminal nucleus","Me5","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_mesencephalic trigeminal nucleus","ri_Me5"
"619","paxinos",522,"medial amygdaloid nucleus, anterior part",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medial amygdaloid nucleus, anterior part","ri_NA"
"618","paxinos",523,"medial amygdaloid nucleus, ant dorsal","MeAD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medial amygdaloid nucleus, ant dorsal","ri_MeAD"
"620","paxinos",524,"medial amygdaloid nucleus, anteroventral part","MeAV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medial amygdaloid nucleus, anteroventral part","ri_MeAV"
"621","paxinos",525,"medial amygdaloid nucleus, posterodorsal part","MePD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medial amygdaloid nucleus, posterodorsal part","ri_MePD"
"622","paxinos",526,"medial amygdaloid nucleus, posteroventral part","MePV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medial amygdaloid nucleus, posteroventral part","ri_MePV"
"629","paxinos",527,"medial (fastigial) cerebellar nucleus","Med","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medial (fastigial) cerebellar nucleus","ri_Med"
"623","paxinos",528,"medial cerebellar nucleus, dorsolateral protuberance","MedDL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medial cerebellar nucleus, dorsolateral protuberance","ri_MedDL"
"624","paxinos",529,"medial cerebellar nucleus, lateral part","MedL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medial cerebellar nucleus, lateral part","ri_MedL"
"672","paxinos",530,"medulla-oblongolata",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medulla-oblongolata","ri_NA"
"683","paxinos",531,"mitral cell layer of the olfactory bulb","Mi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_mitral cell layer of the olfactory bulb","ri_Mi"
"682","paxinos",532,"mitral cell layer of the accessory olfactory bulb","MiA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_mitral cell layer of the accessory olfactory bulb","ri_MiA"
"677","paxinos",533,"microcellular tegmental nucleus","MiTg","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_microcellular tegmental nucleus","ri_MiTg"
"663","paxinos",535,"median accessory nucleus of the medulla","MnA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_median accessory nucleus of the medulla","ri_MnA"
"642","paxinos",536,"medial mammillary nucleus, median part","MnM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_medial mammillary nucleus, median part","ri_MnM"
"665","paxinos",537,"median preoptic nucleus","MnPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_median preoptic nucleus","ri_MnPO"
"666","paxinos",538,"median raphe nucleus","MnR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_median raphe nucleus","ri_MnR"
"684","paxinos",542,"molecular layer of the cerebellum","MoCb","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_molecular layer of the cerebellum","ri_MoCb"
"685","paxinos",543,"molecular layer of the dentate gyrus","MoDG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","right","ri_molecular layer of the dentate gyrus","ri_MoDG"
"686","paxinos",544,"molecular layer of the subiculum","MoS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_molecular layer of the subiculum","ri_MoS"
"614","paxinos",545,"matrix region of the medulla","Mx","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_matrix region of the medulla","ri_Mx"
"694","paxinos",546,"navicular nucleus of the basal forebrain","Nv","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_navicular nucleus of the basal forebrain","ri_Nv"
"735","paxinos",548,"olfactory nerve layer",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_olfactory nerve layer","ri_NA"
"748","paxinos",549,"oval paracentral thalamic nucleus","OPC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_oval paracentral thalamic nucleus","ri_OPC"
"739","paxinos",550,"olivary pretectal nucleus","OPT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_olivary pretectal nucleus","ri_OPT"
"711","paxinos",551,"nucleus of the optic tract","OT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_nucleus of the optic tract","ri_OT"
"738","paxinos",552,"olfactory ventricle (olfactory part of lateral ventricle)","OV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_olfactory ventricle (olfactory part of lateral ventricle)","ri_OV"
"730","paxinos",553,"obex","Obex","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_obex","ri_Obex"
"734","paxinos",555,"olfactory cortex",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_olfactory cortex","ri_NA"
"744","paxinos",557,"optic nerve layer of the superior colliculus","Op","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_optic nerve layer of the superior colliculus","ri_Op"
"746","paxinos",558,"oriens layer of the hippocampus","Or","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","right","ri_oriens layer of the hippocampus","ri_Or"
"873","paxinos",559,"Putamen",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_Putamen","ri_NA"
"847","paxinos",560,"preoptic recess of the 3rd ventricle",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_preoptic recess of the 3rd ventricle","ri_NA"
"807","paxinos",561,"peritrigeminal zone","P5","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_peritrigeminal zone","ri_P5"
"800","paxinos",562,"perifacial zone","P7","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_perifacial zone","ri_P7"
"799","paxinos",563,"periaqueductal gray","PAG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_periaqueductal gray","ri_PAG"
"754","paxinos",564,"parabrachial nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_parabrachial nucleus","ri_NA"
"753","paxinos",565,"parabigeminal nucleus","PBG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_parabigeminal nucleus","ri_PBG"
"755","paxinos",566,"parabrachial pigmented nucleus of the VTA","PBP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_parabrachial pigmented nucleus of the VTA","ri_PBP"
"756","paxinos",568,"paracentral thalamic nucleus","PC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_paracentral thalamic nucleus","ri_PC"
"757","paxinos",570,"paracochlear glial substance","PCGS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_paracochlear glial substance","ri_PCGS"
"795","paxinos",571,"parvicellular reticular nucleus","PCRt","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_parvicellular reticular nucleus","ri_PCRt"
"796","paxinos",572,"parvicellular reticular nucleus, alpha part","PCRtA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_parvicellular reticular nucleus, alpha part","ri_PCRtA"
"712","paxinos",574,"nucleus of the posterior commissure","PCom","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_nucleus of the posterior commissure","ri_PCom"
"831","paxinos",576,"posterodorsal preoptic nucleus","PDPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_posterodorsal preoptic nucleus","ri_PDPO"
"832","paxinos",577,"posterodorsal raphe nucleus","PDR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_posterodorsal raphe nucleus","ri_PDR"
"833","paxinos",578,"posterodorsal tegmental nucleus","PDTg","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_posterodorsal tegmental nucleus","ri_PDTg"
"759","paxinos",579,"parafascicular thalamic nucleus","PF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_parafascicular thalamic nucleus","ri_PF"
"761","paxinos",580,"paraflocculus","PFl","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_paraflocculus","ri_PFl"
"824","paxinos",581,"posterior hypothalamic nucleus","PH","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_posterior hypothalamic nucleus","ri_PH"
"822","paxinos",582,"posterior hypothalamic area","PHA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_posterior hypothalamic area","ri_PHA"
"823","paxinos",583,"posterior hypothalamic area, dorsal part","PHD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_posterior hypothalamic area, dorsal part","ri_PHD"
"762","paxinos",584,"parainterfascicular nucleus of the VTA","PIF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_parainterfascicular nucleus of the VTA","ri_PIF"
"825","paxinos",585,"posterior intralaminar thalamic nucleus","PIL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","right","ri_posterior intralaminar thalamic nucleus","ri_PIL"
